Date,Temperature_Max (°C),Temperature_Min (°C),Humidity (%),Rainfall (mm),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),Seismic Activity (Richter),Wind Speed (km/h),Visitors,Biological Growth (%),Soil Erosion (mm/year)
11-03-2004,44,28.1,50.2,236.3,127.4,122.5,59.6,3.9,23.7,348,19.5,1.43
12-03-2004,34.6,17.9,48.4,72.7,100.3,87.6,40.6,3.3,24.2,700,15.2,1.92
13-03-2004,37.9,25,87.8,235.2,100.2,126.3,27.7,3.8,7,771,32.7,1.21
14-03-2004,37.3,28.7,68.4,266.9,57.9,33.1,25.6,3.8,29.2,147,38.6,1.96
15-03-2004,25.4,26.1,63.5,276.8,97.3,139.2,25,5.6,25.3,811,15.5,2.58
16-03-2004,26.2,18.6,43.6,108.3,116.6,178.6,13.8,3.3,9.2,763,24.9,1.48
17-03-2004,34.1,26.8,62.7,47.8,33,108.2,70.6,4,25.1,298,17.4,2.74
18-03-2004,39.5,23.3,86.7,254.9,114.7,177.8,44.6,4.7,7.2,366,40.7,0.78
19-03-2004,40.9,15.2,80,226.1,56.2,53.9,54.6,4.1,25.2,934,14.3,1.04
20-03-2004,30.3,22.2,79.1,191.4,13.8,25.5,32.7,5.1,9.1,523,45.9,1.28
21-03-2004,39.9,28,70.9,198.2,53.6,166.4,53.2,4.8,19.8,673,38.6,2.79
22-03-2004,31,15.9,47,260.2,83.1,99.9,19,3.5,12.5,989,44.2,1.04
23-03-2004,31.7,16.2,56.7,160.9,146.8,109.2,39.3,5.5,14.2,856,33.2,1.79
24-03-2004,37.2,25.4,67.8,172.6,79.7,78.5,17.5,3.1,18.1,874,25.4,2.44
25-03-2004,44.5,18.2,49.8,65.3,117.5,119.6,37.7,3.1,14.7,256,41.5,0.56
26-03-2004,26,23.2,62.1,285.4,148.5,40.9,27.1,3.6,18.5,478,49.3,1.2
27-03-2004,38.9,21.8,71.9,175,60.7,35.2,55.9,4.7,25.1,137,5.3,2.32
28-03-2004,36.4,16.6,46.7,126.4,67.1,102.3,67.5,2.7,15,868,17.3,2.55
29-03-2004,38.9,25,83.6,118.7,130.5,195.4,42.3,4.8,16.7,239,42.4,1.97
30-03-2004,31.9,18,45.1,58.2,61.4,43.1,68.6,2.4,12.8,744,31.4,0.76
31-03-2004,38.3,26.1,47.9,116.8,59.1,127.3,69.3,3,21.3,699,41.9,0.5
01-04-2004,44.6,15.1,67.4,277.4,11.2,32.8,52.2,4.2,25.4,108,15.2,0.86
02-04-2004,32.5,18.3,65.9,200.9,71.2,41.1,45.2,5.7,21,532,44.2,1.53
03-04-2004,38.8,21.4,89.1,55.8,89.2,186.2,25.6,5,26.9,160,8.6,1.56
04-04-2004,34.3,16.3,59.2,151.2,123.9,187.5,17.3,4.4,19.8,309,10.7,1.56
05-04-2004,26.5,23.7,61.6,252.2,32.7,62.8,58.1,5.5,22,463,12.1,2.92
06-04-2004,35.4,29.6,85,108.1,24,189.4,58.1,2.2,19.9,661,31.8,2.5
07-04-2004,25.3,22.6,68.1,12.2,120.5,61.8,71.4,4.2,26.4,545,29.9,1.66
08-04-2004,40.9,24.2,80.3,138.3,141.6,145.3,76.9,5.5,20,366,11.7,0.98
09-04-2004,41,22.2,52.1,183.1,110.7,101.3,43.9,5.9,10.5,121,7.7,1.55
10-04-2004,38.5,19,48,262.4,49.1,109.3,71,5.7,26.2,721,21.5,1.45
11-04-2004,33.9,27,65,90.1,72.4,81.2,58.7,4.2,9.5,614,16.9,2.89
12-04-2004,42.5,16.5,45.7,109.5,107.7,93.7,40.8,3.7,21.8,984,12.6,1.53
13-04-2004,44,26.1,72.6,141.4,26.8,39.7,23.7,5.2,15.9,244,41.9,2.63
14-04-2004,42.6,20.2,81.9,78.5,52.1,70.2,79.1,3.5,15.3,522,22.1,1.84
15-04-2004,42.9,27.6,75.7,22.3,102,43.9,43.6,2.1,8.3,221,38.1,1.79
16-04-2004,28.4,23.1,66.7,29.8,113.4,131.8,42.3,3.3,10.3,544,31.5,1.64
17-04-2004,44.5,29.9,57.9,20.6,36.6,61.9,41.7,5.5,8,846,43.8,2.9
18-04-2004,38.3,19.4,83.8,221.6,91.5,31.4,10.7,5.9,28.3,575,49.9,1.68
19-04-2004,27.3,23.6,61.3,37,96.3,185.1,49.1,5.4,26.8,355,36.5,0.7
20-04-2004,34,26.6,45,49.2,90,37.5,73.3,3,20.7,912,21.9,2.76
21-04-2004,42.2,29,87.1,255.8,64.4,180.9,46,2.8,8.7,523,34.1,0.57
22-04-2004,40.4,26.3,62.4,77.4,51.1,126.2,37.1,2.9,28.9,602,45.4,0.53
23-04-2004,37,27.1,68,1.7,46.5,20.1,42.4,3.3,15.6,754,37.4,1.27
24-04-2004,30.2,25.3,63.2,177.2,41.8,102.3,19.7,2.1,28.3,758,9.6,0.81
25-04-2004,36.7,25.3,78.5,297.5,52.6,37.4,78.6,5.6,29.3,158,49.9,1.44
26-04-2004,28.2,18,80.8,73.2,93.1,121.5,63.9,5.5,14.1,667,42,1.9
27-04-2004,29.4,25.2,73.1,111,97.3,148.2,39.3,2.7,13.1,389,24.7,2.73
28-04-2004,30.9,27.9,52.6,92.4,144,41.3,74.6,3.5,10.7,881,33.8,2.5
29-04-2004,36.1,27.3,71.3,77.7,14.8,189.3,31.8,5,18.1,597,46.2,2.46
30-04-2004,30.8,19.6,53.1,120.8,64.3,56.8,24.7,3.2,28.2,866,13.9,0.73
01-05-2004,43.2,15.3,59.1,186,91.7,26,77.4,5.6,8.6,254,28.7,0.99
02-05-2004,36.1,24.3,82.1,13.7,120.7,190.4,29.4,2.1,13.1,935,47.5,2.36
03-05-2004,28.1,26,53.4,16.7,35,49.6,15.9,4.1,26.4,177,49,1.88
04-05-2004,26,17.2,45.4,247.5,88.6,102,54.5,5,24.2,449,10.4,1.19
05-05-2004,43.9,27.7,49.4,103.6,64.5,49,20.6,4.5,23.7,304,36.2,1.71
06-05-2004,27.3,25.8,64.5,187.9,20.3,91.1,73.3,3,20.6,453,44.2,1.43
07-05-2004,41.3,24,88.1,51.4,56,150.5,32.7,6,12.3,665,19.2,0.52
08-05-2004,38,24.9,72.4,4.1,123.6,67.8,58.7,4.4,13.1,667,14.8,2.08
09-05-2004,29.5,23,54.4,2.6,44.9,61.3,30.1,3.1,15.7,158,34.2,2.29
10-05-2004,31.4,15.2,60.7,16.1,70.8,111.7,28.9,5,29.7,572,5,0.92
11-05-2004,31.3,23.9,44.1,181.1,128.4,22.3,20.3,2.8,15.9,906,35,1.02
12-05-2004,36.4,27.3,74.6,79.3,119.5,70.2,59.5,2.4,13.1,651,7.6,1.05
13-05-2004,38.8,20.4,72.9,270.5,123.4,79.2,70.4,3.8,26.3,562,43.6,1.56
14-05-2004,26.1,17,62.7,27.9,90.1,46.8,23.7,4.6,7.5,718,38.6,0.81
15-05-2004,33.9,15.3,52.5,216.4,61,53.3,21.1,3.4,17.8,915,29.4,0.7
16-05-2004,41.1,16,75,93.7,57.5,79.5,37.9,3.1,7.9,454,35.4,1.92
17-05-2004,26.9,25.3,56.3,124,56.9,59.8,25.4,2.3,17.7,569,46,0.92
18-05-2004,31.6,21.4,80.1,114.4,48.4,85.8,42.1,4.3,27.2,833,43,1.43
19-05-2004,39.6,15.6,76.8,230.4,101.6,65.8,78.6,3.3,24.2,176,25.1,0.89
20-05-2004,32.4,18.3,74.8,227.2,105.4,164.9,28.9,3.3,28.8,797,36.8,2.92
21-05-2004,38,24.8,71.7,50.5,148.1,57.4,36.7,5.3,23.1,874,46.9,2.87
22-05-2004,38.7,23.7,69.1,56.1,85.1,127.3,33.6,4,10,331,32.6,2.55
23-05-2004,30.6,18.4,89,276.1,73.6,78,79.2,5.3,17.8,457,46.4,1.86
24-05-2004,38.3,26.7,65.4,227.2,93.3,22.2,56.3,2.2,21.2,377,26.1,1.73
25-05-2004,35.9,15.4,89,105.2,40.4,25.5,24.6,5.8,8.2,791,14.9,1.8
26-05-2004,32.8,19.7,68.5,61.3,93.3,28.9,77,4.2,15.5,850,14.8,2.86
27-05-2004,42.6,19.5,49.7,83.4,76.1,187.6,75.3,3.7,17.3,674,18,2.84
28-05-2004,31.7,27,73.7,262.7,119.2,125,17.6,2.7,21.5,372,16.2,2.47
29-05-2004,32.8,25.2,55.5,259.7,68.7,127.7,56.2,2.7,24.2,811,27.9,0.91
30-05-2004,41.7,24.9,87.1,40.5,80.8,182.2,39.1,4.9,27.9,212,44.6,1.2
31-05-2004,32.7,17.9,85.8,128.9,47.4,130.5,16.8,5.2,20.1,440,6.4,0.64
01-06-2004,30.9,27.2,83.8,247.9,61.2,53.6,42.1,5.7,14.6,303,12.7,2.33
02-06-2004,33.2,29.3,51.5,1.9,82.7,121,72.5,4.3,29.8,972,15.3,0.73
03-06-2004,42.2,21,54.9,151,38.4,86.4,39.4,5.8,29.1,402,25,2.3
04-06-2004,39.4,29.1,53.6,164.3,83.4,170.1,59.2,2.3,22.7,860,37.9,1.23
05-06-2004,28.9,17.3,68.2,11,69.1,155.2,59.1,3,23.5,377,25.9,2.48
06-06-2004,36.6,28.5,76.4,117.8,40.6,51.1,69.8,4.2,11.8,692,41.9,2.93
07-06-2004,37.9,22.9,54.5,274.3,48.1,70.6,39.6,5.9,14.4,549,43,0.68
08-06-2004,28.1,29.2,61.9,79.4,26,129.5,58.6,3.6,13.2,562,35.8,2.14
09-06-2004,36.2,24,73.6,134.8,124.1,112.9,28.4,2.3,12.2,845,31.5,1.46
10-06-2004,36.1,23.7,52.4,178.5,126.3,101.2,36.9,3.6,14.6,406,36.4,2.98
11-06-2004,27.2,26.8,53.2,280,11.2,89.1,62.8,3.1,16.8,734,33.9,0.93
12-06-2004,39.8,21.6,61.7,118.1,145,98.5,33.1,4.4,12.7,644,46.3,1.91
13-06-2004,29.9,18.1,75,83.1,140.6,30.6,26.6,2.6,20.8,441,20.8,2.41
14-06-2004,31,19.6,48.8,279.5,73,145.5,31.4,4.5,7,122,5.7,1.81
15-06-2004,42.5,15.6,43.6,141.4,56.5,126.2,63.8,5.6,27.7,893,12.1,2.42
16-06-2004,25.5,18.6,56.3,46.8,128.5,29.9,28.1,3.8,25.1,358,22.6,1.24
17-06-2004,30.3,24.5,79.3,273.8,136.9,22.3,78.8,4.5,9.3,163,19.5,1.56
18-06-2004,32.7,22.7,51.9,108.7,61.2,64.3,31.6,3.9,28.5,746,28.4,0.95
19-06-2004,39.7,17.8,67.5,77.6,90.3,169.6,48,4.6,14,835,18.6,2.46
20-06-2004,41.5,16.3,87.4,194.6,27.2,159.1,72.8,2,9.1,877,30.4,0.97
21-06-2004,32.8,16.1,54.9,251.5,60.3,182.2,13.3,2.7,26.7,972,16,2.41
22-06-2004,41.2,19.6,62.8,267.2,45.9,67.5,39.4,4,8,118,19.2,1.18
23-06-2004,29.8,26.4,69.9,222.3,149.4,137.6,64.7,4.4,18.6,578,27.7,1.03
24-06-2004,25.4,27,80.3,271.1,20.1,71.6,77.4,5.2,15.7,159,41.2,2.45
25-06-2004,25.8,18.1,58.6,76.1,82.3,76.4,46.8,3.6,19.1,939,7.9,2.61
26-06-2004,29,29.4,76.7,72.1,82.1,52,40.8,4.3,7.1,481,38.5,1.62
27-06-2004,25.2,24.6,65.1,75.4,103.5,36.9,28.7,5.6,24.8,757,46.4,0.61
28-06-2004,27.4,23.3,83.7,143.4,126.1,177.5,72.8,3.8,10,597,6.1,2.56
29-06-2004,41.9,18.6,61.3,0.1,57.1,187.5,29.5,3.9,23.1,708,30.5,0.6
30-06-2004,34.1,29.9,64.1,131.7,105.4,190.1,38.8,5.1,23,989,33.4,1.26
01-07-2004,33.4,21.1,46.2,200.1,63.8,20.7,25.3,3.9,28.8,455,16.7,1
02-07-2004,37.9,22.3,61.1,9.5,95,116.7,62.4,2.3,28.5,787,16.8,2.96
03-07-2004,30.5,21,51.6,221.4,30.8,124.5,24.8,3.6,10.4,612,6.6,1.61
04-07-2004,42.1,25.7,44.9,194.1,51.1,192.2,49.5,2.9,29.3,635,35.8,2.93
05-07-2004,37.6,23.4,68.3,5,54,161.8,16,3.2,10.5,380,44.2,1.08
06-07-2004,42.2,18,47.8,160.8,105,69.3,11.3,5.4,27.6,315,44.8,2.45
07-07-2004,38.3,28.7,67.8,257,93.1,197,41.9,4.4,22.5,209,38.4,1.45
08-07-2004,37,23.5,69.5,210.4,91,105.9,51.5,4.1,15.8,911,16.2,1.46
09-07-2004,43.3,21.5,73.3,253.8,141.6,181.2,48.4,3.6,18.9,195,46.1,1.47
10-07-2004,37.5,29.9,49.4,119.1,92.5,103.2,27.4,3.8,18.2,653,43.3,1.71
11-07-2004,29.5,22.3,51.4,191.6,54,108.7,56,4.6,19.8,689,31.7,1.49
12-07-2004,41.3,19,53.4,163.8,144.4,113.5,43.2,5.8,11.1,562,43.8,1.78
13-07-2004,33.9,26,73.6,126.1,125.6,38.5,58.1,2.2,23.3,544,42.2,2.61
14-07-2004,28.6,29.9,68.9,173.1,44.5,40.7,67.3,5.3,16.2,200,16.3,1.84
15-07-2004,42.1,19.6,42.2,55.3,124.6,143.8,74.9,5.4,22.3,626,30.4,1.43
16-07-2004,44.9,26.5,73.9,257.3,72.4,100.8,39,2.1,13,518,32.5,0.83
17-07-2004,40,26.6,68.2,76.9,143.3,32.3,10.8,2.2,21.8,372,24.4,2.21
18-07-2004,35.2,26.8,69.3,268.4,120,138.9,29.3,2.1,13,809,40.3,1.22
19-07-2004,35.9,24.2,58,28.9,133.9,63.9,42.4,2.6,27.6,554,21.4,1.44
20-07-2004,34.9,18.9,50.8,190.9,138.5,63.5,36.2,2.3,7.8,627,21.7,0.67
21-07-2004,29.1,25.4,40.1,55.2,70.4,193.2,15.5,2.7,8.6,141,48.5,2.95
22-07-2004,35.3,21.1,65.3,4.4,72.1,86.8,26.9,5,15.7,947,18.6,0.98
23-07-2004,43.2,21.2,70.1,152.7,35.2,20.2,59.5,5.6,26.7,288,5.7,2.43
24-07-2004,41,17.4,62.3,146.3,92.7,66.3,70.8,4.8,18.4,529,26.2,1.65
25-07-2004,28,21.1,45.8,28.8,60.1,45.6,50.6,5.9,18.2,248,43.3,1.09
26-07-2004,35.6,19.8,65.8,154.6,135.6,149.6,70.8,5.6,20.4,693,38.5,2.7
27-07-2004,35.8,28.6,86.6,12.1,111.3,188.2,36.9,5.9,21.7,793,6.6,1.1
28-07-2004,25.8,29.4,66.5,163.9,97.9,140.1,44.6,3.9,11.1,490,35.4,1.34
29-07-2004,26.9,27.1,74.4,45.6,15.3,28.4,32,3.1,18.4,226,30,2.79
30-07-2004,36,25.4,62.5,36.5,14.7,58.1,56.3,5.5,25.1,249,5.8,1.61
31-07-2004,43.9,27.9,47.5,83.8,112.5,76.9,28.7,3.2,10.8,871,32.2,2.79
01-08-2004,38.5,17.4,77.4,71.1,57.8,158.8,45.9,5.4,25.8,434,27.7,2.9
02-08-2004,31.3,20.1,71.2,162.8,90.5,43,38.8,2.9,15.9,890,29.2,1.73
03-08-2004,40.1,21.6,66.9,98.7,142.5,36.8,43.2,4.3,28.7,177,20.9,2.66
04-08-2004,30.5,22,76,268.7,141.7,77,75.7,2.7,21.7,315,36.3,1.51
05-08-2004,30.1,23,51.9,237.5,128.6,86.6,34.2,5.9,7.4,401,48.4,2.38
06-08-2004,28.8,19.3,77.9,9.5,142,132.5,69.4,2.7,21.9,874,12.5,1.7
07-08-2004,40,29.4,62,22.1,11.3,155.6,62.2,5.1,14.2,161,37.1,1.39
08-08-2004,25.5,19.6,50.7,208.9,107.1,133,34.5,5.5,7.8,661,38.6,2.82
09-08-2004,29.1,23.8,56.7,21.5,18.5,99,68.4,4.8,5.3,861,40.8,1.58
10-08-2004,36.1,22,45.7,298.9,66.5,67.4,28.8,5,27.6,365,15,0.77
11-08-2004,42.4,29.8,73.9,130.3,85.1,37.6,28.7,5.1,9.8,478,44.6,1.41
12-08-2004,29.4,21.4,51.6,27.1,119.7,143.9,46.5,4.4,6.4,980,6.8,1.14
13-08-2004,41.1,22.5,61.3,288,98.2,167.5,41.9,5.5,13.4,714,29.7,2.68
14-08-2004,28.2,19.3,48.2,58.4,148.8,177.9,22.6,5.4,9.9,402,11.4,1.62
15-08-2004,27.6,15.9,55.6,203.1,22.1,37.3,75,2,15.2,526,44,0.9
16-08-2004,34.4,28.1,46.3,274.7,108.9,44.5,67.1,4.1,21.4,198,31.3,1.8
17-08-2004,40.7,28.4,87,213.6,73.3,28.1,29.6,5.3,27.1,914,25,0.89
18-08-2004,34.1,28.3,66.4,29,82.3,185.9,22.2,2.7,22.1,122,25.1,1.77
19-08-2004,43.8,24.2,40.9,214.8,35.2,135,58.3,4.1,20.8,745,44.7,2.3
20-08-2004,28.5,16.6,88.7,160.5,11,89.7,70.7,5.3,7.1,953,44.1,1.57
21-08-2004,42,15.3,62.8,56,82.4,79.3,21.5,5.4,12.5,611,33.7,1.5
22-08-2004,29.2,28.3,86.4,15.7,15.9,76.3,54.4,2.8,24.6,918,14.6,2.43
23-08-2004,32.9,15.6,65,63.6,134.1,129.9,46.4,4.9,6,244,14,2.25
24-08-2004,34.2,24.7,84.7,260.3,70.5,158.1,45.5,5.7,25.5,732,43.9,2.94
25-08-2004,42.9,19.4,55.7,284.1,112.7,164.5,38.1,2.6,19.7,296,31.4,2.52
26-08-2004,44.9,28.6,80.2,285.5,34.2,171.2,54.7,2.8,20.8,168,18.8,1.37
27-08-2004,30.4,23.8,45.5,278.6,69.9,188.8,18.5,4.6,15.1,549,24.1,0.53
28-08-2004,41.5,25.1,60.1,276.9,65.2,37.9,66.4,3.7,29.3,307,38.5,2.45
29-08-2004,40,29.8,48.6,39.3,121.4,158.2,43.1,3.8,26.3,168,30.8,1.85
30-08-2004,26,25.7,58.4,72.1,120.5,135.3,46.1,2.4,20.3,457,49.9,2.8
31-08-2004,26.1,22.5,58.6,37.9,24.8,157.2,60.9,2.9,7.9,798,6.6,1.1
01-09-2004,39.8,21.5,83.3,270.6,18.7,177.6,21.6,2.3,13,865,40.1,1.83
02-09-2004,41.9,28.6,67.4,100.7,136.2,197,13.4,3.3,21.6,846,11.8,1.17
03-09-2004,32.5,29.6,77,260.6,85.9,187.3,64.4,3,8.1,435,38.1,1.32
04-09-2004,36.6,24.1,75.4,261.2,92,68.8,29.7,5.4,6.2,606,12.8,1.44
05-09-2004,30.8,19.4,47.5,169.6,78.4,35.1,27.8,4.2,6.3,436,48.8,1.45
06-09-2004,44.3,19.6,71.8,228.6,143.7,44.8,42.7,2.5,28.6,270,20.3,1.4
07-09-2004,39.2,24.1,68.1,270.2,123.5,189.4,23.7,2.7,10.7,224,28.2,2.73
08-09-2004,39.7,16.8,64,12.9,44.5,131.6,59.7,4.1,24.7,513,9.1,2.3
09-09-2004,27.7,21.9,87,15.3,69.1,172.9,46.9,4.5,23.9,498,13.2,1.39
10-09-2004,38.1,29.4,85.2,280,115.2,93.3,14.8,3.7,24.9,544,15.7,2.02
11-09-2004,31.4,19.1,85.1,8.3,16.4,162.8,77.1,3.6,7,350,18,1.91
12-09-2004,31.3,23.6,82.1,114.5,19.7,121.1,58.3,2.8,7.4,294,27.3,1.27
13-09-2004,43.6,25.2,77.9,285.8,95.1,44.3,38.5,3.9,16.3,608,22,2.42
14-09-2004,41.5,23.4,53,267.7,86.7,91.4,50.8,3.7,16.7,132,26.9,0.74
15-09-2004,42.6,18.3,58.8,165.6,48.2,165.6,26.1,4.4,12.9,790,17.8,1.89
16-09-2004,41.7,29.2,50,45.6,31.1,59.1,72.7,2.5,29.4,414,26,2.97
17-09-2004,38.9,29.2,59.1,217.8,62.9,85.9,65.3,5.2,26,536,27.5,2.63
18-09-2004,26.6,25.6,73.3,64.1,24.1,198.5,27.7,4.7,22.2,351,26.1,2.65
19-09-2004,43.6,24.3,42.2,72.4,31.1,101.9,18,5.7,11.9,878,23.2,1.51
20-09-2004,40.9,20.7,66,282.8,115.4,98.1,74.8,4.3,8.5,523,22.2,1.73
21-09-2004,40.3,27.6,52.3,152.4,69.9,102.5,48.6,5.8,8.3,376,49.9,0.74
22-09-2004,41.8,26.8,87,142.1,116,193.7,17.9,5.5,19.3,635,44.9,0.87
23-09-2004,26.3,20.4,77.3,5.9,112.3,29.6,49,2.7,6.4,790,48.9,0.74
24-09-2004,28.2,16.7,72.8,298,89.3,121.9,16.9,4.9,10.4,762,7.6,1.6
25-09-2004,32.1,21.5,79.1,163.9,13.7,148.8,47.1,4,29.7,885,48.2,1.63
26-09-2004,42.3,29,86.3,51.8,17.7,37.4,43.1,4.6,5.6,916,17,1.58
27-09-2004,34.9,23.9,40.5,211.2,104.2,128.1,74.1,4.2,24.2,877,11.9,2.46
28-09-2004,33.9,22.6,53.4,134.4,108.9,27.6,73.3,3.5,7.7,587,39.1,2.02
29-09-2004,26.5,18.8,74.7,19.7,118.7,128.5,66.4,2.8,28.4,749,41.8,1.5
30-09-2004,38.9,22.6,80.4,219.9,68.8,90.5,25.3,4.9,26.3,859,22.5,0.52
01-10-2004,25.6,16.5,68.7,141.9,14.2,73.2,41,2.1,9.7,503,24.4,1.56
02-10-2004,39.8,18.5,53,282.1,137.6,188.7,58.4,2.3,24.1,878,7.4,2.51
03-10-2004,33.3,21.2,65.2,108.2,106.8,135.4,26.1,2.1,26.6,835,14.7,1.16
04-10-2004,27,28.9,45.4,235.4,122.2,80.6,32.9,5.8,6.8,451,48.7,2.75
05-10-2004,30.1,29.5,71.3,135.8,142.1,75.9,69.1,2.9,26,556,23.7,0.66
06-10-2004,43.9,29.9,47.2,100.6,43.1,32.1,29.5,4.5,7.5,287,28.3,1.57
07-10-2004,26.9,26.2,52.1,189,149.2,167,65.9,2.6,5.7,438,44.1,2.99
08-10-2004,40.9,19.9,48.5,206,73.2,169.9,52.1,5.5,24.1,866,45.9,0.85
09-10-2004,42.8,27,79.9,285.4,85.3,199,27.4,5.7,16.3,677,5.1,0.86
10-10-2004,43.3,22.1,66.3,57.4,102.6,173.2,15.8,5.8,8,427,37.3,1.46
11-10-2004,39.4,18.6,49.8,270.8,121.9,152.6,25.4,2.9,6,714,41,1
12-10-2004,32.7,28.1,81.6,216.8,39,162.8,32.3,3.7,10.1,931,49.4,2.15
13-10-2004,43.2,19.6,64.2,295,56.1,155.6,64.6,5.7,9.2,417,48.3,2.72
14-10-2004,33.7,19.5,84.1,71.4,37.8,194.2,47.6,4.3,5,685,5,2.41
15-10-2004,28.4,15.7,42.7,219.8,131.3,139,54.4,4.7,21.7,165,22.5,1.2
16-10-2004,42.4,26.2,43.4,137.8,121.3,63.5,36.3,5.7,26.8,952,10.5,0.57
17-10-2004,42.4,15.3,47.7,127.3,145.5,37.7,50.9,2.4,14.3,493,18,1.97
18-10-2004,39,28.3,72.4,142.8,127.1,64.2,61.3,4.6,15.2,408,39.4,1.1
19-10-2004,31.3,20,53.8,70.9,52.6,33.7,71.6,3.4,17.9,640,33.1,1.04
20-10-2004,40.7,15.2,88.7,32,24.6,76.5,61.2,2.9,15.4,664,46.1,0.74
21-10-2004,33.8,17.5,45.6,215.9,61.8,189.7,52,4.9,12.3,186,10.1,1.75
22-10-2004,39,17.6,77.1,0.3,119.3,69.3,23.1,4.5,20,393,30.7,2.57
23-10-2004,30.1,23.1,88.2,105.8,70.6,54.5,40.1,2.7,19.4,656,35.2,1.8
24-10-2004,41.2,21.8,62.6,228.2,23.5,45.6,43.6,4.7,28.7,153,17.8,0.74
25-10-2004,40,15.9,42.5,273.9,59.1,149.1,18.5,2.1,22.6,354,49,1.25
26-10-2004,29.6,29.8,55.1,50,90.9,71.9,12.2,3.7,16,447,46.6,2.78
27-10-2004,33,26.4,46,93.5,121.8,131.7,49.9,5.4,18.5,982,43.3,2.53
28-10-2004,31.9,27.8,44,260.2,144.1,31.6,57.9,5.7,23.8,804,14.1,2.89
29-10-2004,29.7,18.8,61.4,40.6,64.6,175.8,31.8,2.5,5.5,233,25.5,2.63
30-10-2004,37.1,21,87.5,100.2,105.2,106.9,39.8,3.4,16.4,448,27.1,2.76
31-10-2004,39.9,16.7,49,123.4,70.4,112,40.7,3.5,21.4,857,44.7,1.92
01-11-2004,40.3,24.9,59.6,58.9,71.1,107.1,51.2,5.5,19.2,607,35.2,2.2
02-11-2004,27.3,21.8,83.5,117.1,20.1,76.6,62.4,3.8,8.5,308,14.8,0.6
03-11-2004,30.8,22,76.6,284.5,22.9,49.1,70.5,3.1,20.6,584,5.4,2.63
04-11-2004,44.4,16.1,80.5,32.7,117.9,27.4,58.7,5.3,13.4,445,16.8,0.95
05-11-2004,33.1,22.4,77.3,43,13.5,56.2,73.4,4.3,28.1,222,16.5,2.57
06-11-2004,41.7,26.8,85.7,21.5,148.5,137.1,18.3,3.2,17.7,548,29.8,2.32
07-11-2004,41.6,16,41.4,216.1,134.3,110,32.1,2.2,6,420,9.2,2.94
08-11-2004,35.7,17.1,47.6,209.8,42.7,80.1,64.8,5.3,16,511,17.3,1.94
09-11-2004,40.9,28.5,69.3,77.2,38.1,34.3,67.6,2.7,8.5,450,45.5,2.04
10-11-2004,33.4,22,79.6,188.2,119.4,39.6,24.3,3.2,29.2,295,25,1.06
11-11-2004,35.3,24.3,55.5,85.7,39.1,31.8,27.3,2.7,9.4,738,18.2,2.96
12-11-2004,28.5,22.3,52,161.1,99.9,109.2,58,2.8,15.6,255,41.1,1.94
13-11-2004,40.6,15.9,54.9,245.1,55.5,154.5,19.4,5.7,26.5,879,41.3,0.95
14-11-2004,41.2,20.6,78.8,81.7,102.7,23.3,45.8,4.2,25,941,25.8,1.19
15-11-2004,40.1,29.2,62.7,278.1,10.9,72.7,23.5,3,12.2,717,38.8,0.83
16-11-2004,43.9,26,45.7,92.1,103.7,177.6,60.6,2.5,11.6,988,29.4,1.3
17-11-2004,34.1,19.3,83.2,218.1,31.1,182.5,26.3,5.9,20.5,826,44,0.52
18-11-2004,32.3,24.5,40.2,218.3,125.7,174.6,28.3,3.7,8,208,38.4,1.03
19-11-2004,44.2,24.9,76.3,227.9,57.5,155.9,27.7,4.7,15.3,175,35.5,1.4
20-11-2004,36.2,18.9,40.5,139.3,90.5,134,65.5,2.4,29.2,596,21.4,1.9
21-11-2004,27.5,18.2,71.5,265.9,38.5,111.8,64.4,3.6,23.8,264,22.2,2.86
22-11-2004,37,24.1,60.7,99.6,130.1,68.6,19.1,5.7,22.2,797,22.4,0.84
23-11-2004,26.9,23.2,71.3,86,89.2,125.7,64.5,4,26.9,453,27.6,0.66
24-11-2004,27.4,21.3,51.3,115.4,123.8,62.7,17.4,2.3,28,795,13.2,1.11
25-11-2004,36.7,15.5,65.8,214.5,122.4,128.3,25.2,2.5,5.3,344,45,2.69
26-11-2004,28.9,17.2,52.6,70.4,44.5,77.6,38.1,4.4,16.8,395,21.7,1.22
27-11-2004,27.1,24.6,45.1,31.5,127.5,64.5,53.9,5.7,29.9,410,32.2,1.01
28-11-2004,39.3,20.9,69.6,180.7,135.9,97.9,22.9,4,12.5,666,15.3,2.65
29-11-2004,27.3,17.4,60,179.4,135.4,91,60.7,5.8,22.2,320,37.2,1.3
30-11-2004,33.3,20.1,80.2,163.3,61.7,142,34.8,2.7,28.8,528,6.2,2.2
01-12-2004,34.9,22.2,50.6,126.8,76.8,31.7,50.6,5.8,12.3,616,14.7,2.48
02-12-2004,33.5,17.9,40.2,117.3,111.2,114.4,40.4,5.4,8.5,968,24.8,1.51
03-12-2004,27.6,26.5,68.5,101.8,147,162.9,39.2,5.6,15.9,951,15.9,1.53
04-12-2004,43.5,18,78.5,249,62.3,125.8,45.5,4.8,25.5,548,28.4,2.36
05-12-2004,33,26.1,82.7,261.2,91.1,138.7,59.6,2.4,26.7,983,34.4,0.95
06-12-2004,36.6,18.5,42.1,252.2,138.9,144.2,19.2,4.9,29.3,764,49.8,1.76
